Date,GBP_Price,Open,High,Low,Vol.,Change %
7/14/2021,1.3856,1.3814,1.3893,1.3801,,0.35%
7/13/2021,1.3808,1.3885,1.3907,1.38,,-0.52%
7/12/2021,1.388,1.3902,1.3911,1.3838,,-0.14%
7/9/2021,1.3899,1.3788,1.3909,1.3756,,0.83%
7/8/2021,1.3785,1.3801,1.3807,1.3741,,-0.11%
7/7/2021,1.38,1.3801,1.3843,1.3754,,0.01%
7/6/2021,1.3799,1.3844,1.39,1.3772,,-0.33%
7/5/2021,1.3845,1.3822,1.3863,1.3817,,0.17%
7/2/2021,1.3821,1.3769,1.3845,1.3732,,0.39%
7/1/2021,1.3767,1.3829,1.3836,1.3752,,-0.43%
6/30/2021,1.3827,1.3839,1.3873,1.3798,,-0.06%
6/29/2021,1.3835,1.3885,1.3888,1.3814,,-0.35%
6/28/2021,1.3883,1.3884,1.3941,1.387,,0.04%
6/25/2021,1.3877,1.3923,1.3937,1.3871,,-0.32%
6/24/2021,1.3922,1.3963,1.3987,1.3889,,-0.27%
6/23/2021,1.3959,1.3948,1.4002,1.3923,,0.09%
6/22/2021,1.3947,1.3931,1.3965,1.386,,0.13%
6/21/2021,1.3929,1.3811,1.3937,1.3786,,0.87%
6/18/2021,1.3809,1.3921,1.3945,1.3792,,-0.79%
6/17/2021,1.3919,1.3988,1.4009,1.3895,,-0.49%
6/16/2021,1.3987,1.4081,1.4133,1.3981,,-0.66%
6/15/2021,1.408,1.4114,1.413,1.4033,,-0.23%
6/14/2021,1.4112,1.4119,1.4124,1.4069,,0.04%
6/11/2021,1.4106,1.4177,1.4187,1.4095,,-0.47%
6/10/2021,1.4173,1.4121,1.418,1.4073,,0.39%
6/9/2021,1.4118,1.4159,1.4191,1.4109,,-0.26%
6/8/2021,1.4155,1.4183,1.4187,1.4121,,-0.16%
6/7/2021,1.4178,1.4171,1.4191,1.4111,,0.17%
6/4/2021,1.4154,1.4105,1.4202,1.4082,,0.36%
6/3/2021,1.4103,1.4171,1.4203,1.4087,,-0.46%
6/2/2021,1.4168,1.4153,1.4184,1.4111,,0.16%
6/1/2021,1.4146,1.4213,1.425,1.4146,,-0.44%
5/31/2021,1.4209,1.418,1.4218,1.4164,,0.16%
5/28/2021,1.4187,1.4207,1.4212,1.4136,,-0.13%
5/27/2021,1.4205,1.4122,1.422,1.4091,,0.62%
5/26/2021,1.4118,1.4153,1.4177,1.4111,,-0.23%
5/25/2021,1.4151,1.4157,1.4211,1.4116,,-0.03%
5/24/2021,1.4155,1.4159,1.4173,1.411,,0.06%
5/21/2021,1.4147,1.419,1.4234,1.4139,,-0.30%
5/20/2021,1.4189,1.411,1.4194,1.4101,,0.54%
5/19/2021,1.4113,1.419,1.4202,1.41,,-0.52%
5/18/2021,1.4187,1.4131,1.422,1.4129,,0.37%
5/17/2021,1.4134,1.409,1.4147,1.4076,,0.27%
5/14/2021,1.4096,1.4052,1.4112,1.4036,,0.33%
5/13/2021,1.405,1.4054,1.4079,1.4004,,-0.01%
5/12/2021,1.4052,1.4141,1.4155,1.405,,-0.63%
5/11/2021,1.4141,1.4117,1.4167,1.4103,,0.15%
5/10/2021,1.412,1.398,1.4159,1.3978,,1.06%
5/7/2021,1.3972,1.3887,1.4007,1.3886,,0.63%
5/6/2021,1.3885,1.3903,1.3942,1.3856,,-0.13%
5/5/2021,1.3903,1.3887,1.3927,1.3874,,0.13%
5/4/2021,1.3885,1.3911,1.3916,1.3837,,-0.17%
5/3/2021,1.3909,1.3827,1.3932,1.38,,0.69%
4/30/2021,1.3814,1.3942,1.3959,1.3801,,-0.90%
4/29/2021,1.394,1.3938,1.3978,1.3931,,0.06%
4/28/2021,1.3932,1.3916,1.3951,1.386,,0.14%
4/27/2021,1.3912,1.3898,1.3924,1.3858,,0.12%
4/26/2021,1.3896,1.3873,1.393,1.3864,,0.16%
4/23/2021,1.3874,1.3838,1.3896,1.3834,,0.27%
4/22/2021,1.3836,1.3931,1.3951,1.3823,,-0.67%
4/21/2021,1.3929,1.3937,1.3951,1.3886,,-0.05%
4/20/2021,1.3936,1.3987,1.401,1.3925,,-0.34%
4/19/2021,1.3983,1.3827,1.3994,1.3809,,1.11%
4/16/2021,1.383,1.3784,1.3844,1.3716,,0.32%
4/15/2021,1.3786,1.378,1.3809,1.3762,,0.06%
4/14/2021,1.3778,1.3749,1.3809,1.3748,,0.22%
4/13/2021,1.3748,1.374,1.377,1.3694,,0.06%
4/12/2021,1.374,1.371,1.3778,1.3669,,0.23%
4/9/2021,1.3708,1.3734,1.3751,1.367,,-0.18%
4/8/2021,1.3733,1.3736,1.3783,1.3719,,-0.01%
4/7/2021,1.3734,1.3825,1.3841,1.3723,,-0.64%
4/6/2021,1.3823,1.3902,1.392,1.3801,,-0.53%
4/5/2021,1.3897,1.3827,1.3915,1.3813,,0.49%
4/2/2021,1.3829,1.3833,1.3854,1.3813,,-0.01%
4/1/2021,1.383,1.3781,1.3837,1.3745,,0.37%
3/31/2021,1.3779,1.374,1.3813,1.3715,,0.29%
3/30/2021,1.3739,1.3763,1.3785,1.3706,,-0.15%
3/29/2021,1.3759,1.3793,1.3848,1.3756,,-0.20%
3/26/2021,1.3787,1.3731,1.3814,1.3728,,0.40%
3/25/2021,1.3732,1.3687,1.3747,1.367,,0.36%
3/24/2021,1.3683,1.3752,1.3762,1.3673,,-0.49%
3/23/2021,1.375,1.3863,1.3868,1.374,,-0.82%
3/22/2021,1.3863,1.3866,1.3878,1.3817,,-0.04%
3/19/2021,1.3868,1.3924,1.3959,1.383,,-0.37%
3/18/2021,1.392,1.3968,1.4002,1.3896,,-0.31%
3/17/2021,1.3963,1.389,1.3972,1.3851,,0.55%
3/16/2021,1.3887,1.3899,1.3908,1.3808,,-0.04%
3/15/2021,1.3893,1.392,1.3951,1.3851,,-0.21%
3/12/2021,1.3922,1.3989,1.4006,1.3863,,-0.49%
3/11/2021,1.399,1.3934,1.3995,1.3917,,0.43%
3/10/2021,1.393,1.3893,1.3939,1.3845,,0.27%
3/9/2021,1.3893,1.3827,1.3927,1.3801,,0.50%
3/8/2021,1.3824,1.3837,1.3866,1.38,,-0.12%
3/5/2021,1.3841,1.3896,1.3908,1.3779,,-0.38%
3/4/2021,1.3894,1.3954,1.4017,1.3879,,-0.42%
3/3/2021,1.3953,1.3953,1.4008,1.392,,0.00%
3/2/2021,1.3953,1.3923,1.3978,1.3858,,0.22%
3/1/2021,1.3922,1.3939,1.4,1.3903,,-0.07%
2/26/2021,1.3932,1.4015,1.4028,1.3887,,-0.58%
2/25/2021,1.4013,1.4136,1.4182,1.4,,-0.89%
2/24/2021,1.4139,1.411,1.4237,1.4081,,0.21%
2/23/2021,1.411,1.4063,1.4117,1.4054,,0.35%
2/22/2021,1.4061,1.4015,1.4087,1.398,,0.34%
2/19/2021,1.4014,1.3975,1.4037,1.3951,,0.31%
2/18/2021,1.3971,1.3853,1.3987,1.3839,,0.85%
2/17/2021,1.3853,1.3902,1.3912,1.3829,,-0.35%
2/16/2021,1.3901,1.3903,1.3952,1.3868,,-0.01%
2/15/2021,1.3903,1.3846,1.392,1.3846,,0.43%
2/12/2021,1.3844,1.3816,1.3864,1.3774,,0.21%
2/11/2021,1.3815,1.3832,1.386,1.38,,-0.09%
2/10/2021,1.3828,1.3816,1.3867,1.3802,,0.10%
2/9/2021,1.3814,1.3741,1.3821,1.3736,,0.55%
2/8/2021,1.3738,1.3729,1.375,1.368,,0.04%
2/5/2021,1.3733,1.3672,1.3742,1.366,,0.46%
2/4/2021,1.367,1.3646,1.3699,1.3566,,0.19%
2/3/2021,1.3644,1.3667,1.3685,1.3619,,-0.15%
2/2/2021,1.3665,1.3664,1.3712,1.3611,,0.03%
2/1/2021,1.3661,1.3713,1.3759,1.3656,,-0.30%
1/29/2021,1.3702,1.3721,1.3752,1.3657,,-0.12%
1/28/2021,1.3718,1.3688,1.3747,1.3629,,0.23%
1/27/2021,1.3686,1.3736,1.3761,1.3658,,-0.34%
1/26/2021,1.3733,1.3674,1.3745,1.3609,,0.43%
1/25/2021,1.3674,1.368,1.3725,1.3649,,-0.07%
1/22/2021,1.3684,1.3733,1.3738,1.3635,,-0.35%
1/21/2021,1.3732,1.3655,1.3747,1.365,,0.58%
1/20/2021,1.3653,1.3629,1.372,1.3622,,0.18%
1/19/2021,1.3628,1.3587,1.3637,1.3572,,0.32%
1/18/2021,1.3584,1.3594,1.3599,1.352,,-0.01%
1/15/2021,1.3586,1.3688,1.37,1.3571,,-0.74%
1/14/2021,1.3687,1.364,1.3711,1.3615,,0.37%
1/13/2021,1.3637,1.3667,1.3701,1.3612,,-0.19%
1/12/2021,1.3663,1.3521,1.3671,1.3504,,1.10%
1/11/2021,1.3514,1.3567,1.3568,1.3451,,-0.36%
1/8/2021,1.3563,1.3565,1.3636,1.3538,,0.00%
1/7/2021,1.3563,1.3608,1.3634,1.3532,,-0.32%
1/6/2021,1.3607,1.3626,1.3672,1.3539,,-0.12%
1/5/2021,1.3624,1.3572,1.3642,1.3554,,0.41%
1/4/2021,1.3569,1.3665,1.3705,1.3541,,-0.75%
1/1/2021,1.3671,1.3672,1.3683,1.3672,,-0.01%
12/31/2020,1.3673,1.3624,1.3687,1.3605,,0.37%
12/30/2020,1.3622,1.3503,1.3627,1.3493,,0.90%
12/29/2020,1.35,1.345,1.3524,1.3447,,0.38%
12/28/2020,1.3449,1.3546,1.3577,1.3429,,-0.73%
12/25/2020,1.3548,1.3557,1.3591,1.355,,-0.05%
12/24/2020,1.3555,1.3496,1.3621,1.3489,,0.47%
12/23/2020,1.3492,1.3362,1.3572,1.3352,,0.99%
12/22/2020,1.336,1.3465,1.347,1.3304,,-0.77%
12/21/2020,1.3463,1.3475,1.3498,1.3189,,-0.42%
12/18/2020,1.352,1.3586,1.3592,1.3471,,-0.46%
12/17/2020,1.3582,1.351,1.3626,1.3494,,0.56%
12/16/2020,1.3507,1.346,1.3554,1.3434,,0.34%
12/15/2020,1.3461,1.3323,1.347,1.328,,1.04%
12/14/2020,1.3322,1.3281,1.3447,1.3274,,0.75%
12/11/2020,1.3223,1.3296,1.3326,1.3134,,-0.53%
12/10/2020,1.3293,1.3403,1.3414,1.3246,,-0.77%
12/9/2020,1.3396,1.3355,1.3478,1.335,,0.32%
12/8/2020,1.3353,1.3378,1.3393,1.329,,-0.17%
12/7/2020,1.3376,1.3449,1.3449,1.3225,,-0.45%
12/4/2020,1.3437,1.3447,1.3541,1.3411,,-0.11%
12/3/2020,1.3452,1.3361,1.35,1.3353,,0.67%
12/2/2020,1.3363,1.3423,1.3442,1.3287,,-0.39%
12/1/2020,1.3415,1.3325,1.3442,1.3314,,0.71%
11/30/2020,1.3321,1.3314,1.3386,1.3304,,0.05%
11/27/2020,1.3314,1.3356,1.3383,1.3288,,-0.31%
11/26/2020,1.3355,1.3376,1.3399,1.3321,,-0.20%
11/25/2020,1.3382,1.3362,1.3395,1.3304,,0.19%
11/24/2020,1.3356,1.3325,1.3382,1.3292,,0.25%
11/23/2020,1.3323,1.3274,1.3398,1.3263,,0.31%
11/20/2020,1.3282,1.3261,1.3297,1.3245,,0.16%
11/19/2020,1.3261,1.3275,1.3281,1.3196,,-0.06%
11/18/2020,1.3269,1.3244,1.3313,1.3242,,0.21%
11/17/2020,1.3241,1.3195,1.3274,1.3187,,0.38%
11/16/2020,1.3191,1.3179,1.3243,1.3162,,0.04%
11/13/2020,1.3186,1.3118,1.3203,1.3109,,0.55%
11/12/2020,1.3114,1.3222,1.323,1.3105,,-0.81%
11/11/2020,1.3221,1.327,1.331,1.3189,,-0.38%
11/10/2020,1.3271,1.3166,1.3278,1.3155,,0.82%
11/9/2020,1.3163,1.3163,1.3209,1.3118,,0.05%
11/6/2020,1.3156,1.3144,1.3178,1.3092,,0.11%
11/5/2020,1.3142,1.2989,1.3155,1.293,,1.21%
11/4/2020,1.2985,1.306,1.314,1.2914,,-0.56%
11/3/2020,1.3058,1.2916,1.308,1.2903,,1.13%
11/2/2020,1.2912,1.2946,1.2954,1.2853,,-0.22%
10/30/2020,1.2941,1.2929,1.2989,1.2898,,0.12%
10/29/2020,1.2926,1.2983,1.3027,1.2881,,-0.42%
10/28/2020,1.2981,1.3046,1.3065,1.2917,,-0.48%
10/27/2020,1.3043,1.3019,1.3081,1.3001,,0.15%
10/26/2020,1.3023,1.3048,1.3075,1.2993,,-0.13%
10/23/2020,1.304,1.3083,1.3125,1.3018,,-0.31%
10/22/2020,1.3081,1.3151,1.3155,1.3069,,-0.48%
10/21/2020,1.3144,1.2945,1.3178,1.2937,,1.55%
10/20/2020,1.2944,1.2952,1.298,1.291,,-0.02%
10/19/2020,1.2947,1.2915,1.3025,1.2889,,0.26%
10/16/2020,1.2913,1.2916,1.2963,1.2863,,-0.01%
10/15/2020,1.2914,1.301,1.3031,1.289,,-0.75%
10/14/2020,1.3011,1.2938,1.3066,1.2862,,0.60%
10/13/2020,1.2934,1.3064,1.3074,1.2922,,-1.00%
10/12/2020,1.3064,1.3028,1.3084,1.3004,,0.14%
10/9/2020,1.3046,1.2935,1.3051,1.292,,0.87%
10/8/2020,1.2933,1.2919,1.2972,1.289,,0.12%
10/7/2020,1.2918,1.2886,1.2931,1.2845,,0.32%
10/6/2020,1.2877,1.2978,1.3008,1.2866,,-0.77%
10/5/2020,1.2977,1.2933,1.2991,1.2899,,0.36%
10/2/2020,1.2931,1.2893,1.2955,1.2837,,0.33%
10/1/2020,1.2889,1.2919,1.298,1.2818,,-0.21%
9/30/2020,1.2916,1.2864,1.2944,1.2806,,0.43%
9/29/2020,1.2861,1.2836,1.2903,1.2822,,0.27%
9/28/2020,1.2827,1.2747,1.2927,1.2744,,0.64%
9/25/2020,1.2745,1.2754,1.2806,1.2687,,-0.03%
9/24/2020,1.2749,1.2724,1.2782,1.2689,,0.21%
9/23/2020,1.2722,1.2733,1.2778,1.2674,,-0.07%
9/22/2020,1.2731,1.2812,1.2868,1.271,,-0.65%
9/21/2020,1.2814,1.2924,1.2967,1.2774,,-0.78%
9/18/2020,1.2915,1.2973,1.3001,1.2915,,-0.44%
9/17/2020,1.2972,1.2966,1.3,1.2865,,0.05%
9/16/2020,1.2965,1.2889,1.3008,1.2874,,0.61%
9/15/2020,1.2886,1.2841,1.2927,1.2815,,0.33%
9/14/2020,1.2844,1.2803,1.292,1.2775,,0.40%
9/11/2020,1.2793,1.28,1.2866,1.2763,,-0.08%
9/10/2020,1.2803,1.3003,1.3036,1.2773,,-1.52%
9/9/2020,1.3,1.2981,1.3024,1.2884,,0.10%
9/8/2020,1.2987,1.317,1.318,1.298,,-1.36%
9/7/2020,1.3166,1.3274,1.3285,1.314,,-0.87%
9/4/2020,1.3282,1.3282,1.332,1.3175,,0.02%
9/3/2020,1.328,1.3349,1.3358,1.3242,,-0.54%
9/2/2020,1.3352,1.3383,1.3404,1.3283,,-0.22%
9/1/2020,1.3381,1.3367,1.3484,1.3355,,0.09%
8/31/2020,1.3369,1.3342,1.3396,1.3301,,0.15%
8/28/2020,1.3349,1.3208,1.3357,1.3185,,1.14%
8/27/2020,1.3198,1.3207,1.3285,1.3162,,-0.08%
8/26/2020,1.3208,1.3153,1.322,1.3117,,0.44%
8/25/2020,1.315,1.3068,1.3171,1.3054,,0.67%
8/24/2020,1.3063,1.3086,1.3149,1.3052,,-0.18%
8/21/2020,1.3087,1.3216,1.3256,1.3059,,-0.95%
8/20/2020,1.3212,1.3096,1.3226,1.3063,,0.87%
8/19/2020,1.3098,1.3239,1.3269,1.3094,,-1.04%
8/18/2020,1.3235,1.3099,1.325,1.3095,,1.02%
8/17/2020,1.3102,1.3087,1.3123,1.3074,,0.14%
8/14/2020,1.3084,1.306,1.3144,1.3047,,0.16%
8/13/2020,1.3063,1.3035,1.3125,1.303,,0.24%
8/12/2020,1.3032,1.3053,1.3068,1.3004,,-0.12%
8/11/2020,1.3048,1.3078,1.3132,1.3041,,-0.17%
8/10/2020,1.307,1.3042,1.3104,1.3018,,0.15%
8/7/2020,1.3051,1.3153,1.3155,1.3009,,-0.72%
8/6/2020,1.3146,1.3114,1.3187,1.3111,,0.26%
8/5/2020,1.3112,1.3073,1.3162,1.3056,,0.40%
8/4/2020,1.306,1.3075,1.3109,1.2981,,-0.09%
8/3/2020,1.3072,1.3082,1.3113,1.3004,,-0.12%
7/31/2020,1.3088,1.3098,1.3171,1.3069,,-0.04%
7/30/2020,1.3093,1.2997,1.3103,1.2944,,0.75%
7/29/2020,1.2995,1.2932,1.3013,1.2911,,0.50%
7/28/2020,1.293,1.2882,1.2953,1.2838,,0.38%
7/27/2020,1.2881,1.2786,1.2903,1.278,,0.72%
7/24/2020,1.2789,1.2741,1.2804,1.2717,,0.39%
7/23/2020,1.2739,1.2734,1.2761,1.2672,,0.05%
7/22/2020,1.2732,1.2733,1.2744,1.2644,,0.03%
7/21/2020,1.2728,1.2658,1.2768,1.265,,0.54%
7/20/2020,1.266,1.2565,1.2666,1.2517,,0.76%
7/17/2020,1.2565,1.2552,1.2575,1.251,,0.13%
7/16/2020,1.2549,1.2584,1.2625,1.252,,-0.25%
7/15/2020,1.258,1.2552,1.2651,1.2548,,0.26%
7/14/2020,1.2548,1.2558,1.2567,1.2479,,-0.03%
7/13/2020,1.2552,1.2612,1.2667,1.255,,-0.54%
7/10/2020,1.262,1.2607,1.2665,1.2566,,0.13%
7/9/2020,1.2604,1.2614,1.2671,1.26,,-0.04%
7/8/2020,1.2609,1.2542,1.2624,1.2508,,0.55%
7/7/2020,1.254,1.2492,1.2593,1.2463,,0.39%
7/6/2020,1.2491,1.2485,1.2521,1.2459,,0.06%
7/3/2020,1.2483,1.2465,1.2494,1.2437,,0.14%
7/2/2020,1.2466,1.2476,1.2531,1.2456,,-0.03%
7/1/2020,1.247,1.2401,1.2492,1.2358,,0.57%
6/30/2020,1.2399,1.2298,1.2402,1.2257,,0.84%
6/29/2020,1.2296,1.234,1.2391,1.2251,,-0.30%
6/26/2020,1.2333,1.2421,1.2438,1.2313,,-0.65%
6/25/2020,1.2414,1.2419,1.2465,1.2388,,-0.03%
6/24/2020,1.2418,1.2521,1.2543,1.2414,,-0.80%
6/23/2020,1.2518,1.2467,1.2533,1.2431,,0.46%
6/22/2020,1.2461,1.2356,1.2478,1.2335,,0.85%
6/19/2020,1.2356,1.2421,1.2457,1.2343,,-0.55%
6/18/2020,1.2424,1.2556,1.2568,1.2401,,-1.04%
6/17/2020,1.2554,1.2573,1.2589,1.251,,-0.16%
6/16/2020,1.2574,1.2605,1.2688,1.2553,,-0.22%
6/15/2020,1.2602,1.2531,1.2608,1.2454,,0.49%
6/12/2020,1.254,1.2601,1.2655,1.2473,,-0.48%
6/11/2020,1.26,1.2745,1.2756,1.2586,,-1.14%
6/10/2020,1.2745,1.2731,1.2814,1.2706,,0.13%
6/9/2020,1.2729,1.2723,1.2757,1.2617,,0.06%
6/8/2020,1.2722,1.2681,1.2737,1.2628,,0.47%
6/5/2020,1.2663,1.2607,1.2732,1.2582,,0.55%
6/4/2020,1.2594,1.2576,1.2634,1.25,,0.17%
6/3/2020,1.2572,1.255,1.2616,1.2544,,0.18%
6/2/2020,1.2549,1.2501,1.2577,1.2478,,0.46%
6/1/2020,1.2492,1.2339,1.2507,1.2322,,1.20%
5/29/2020,1.2344,1.232,1.2395,1.2291,,0.23%
5/28/2020,1.2316,1.2261,1.2345,1.2234,,0.54%
5/27/2020,1.225,1.2332,1.2355,1.2205,,-0.66%
5/26/2020,1.2331,1.219,1.2364,1.2179,,1.22%
5/25/2020,1.2182,1.2179,1.2205,1.2163,,0.15%
5/22/2020,1.2164,1.2226,1.2242,1.2161,,-0.47%
5/21/2020,1.2222,1.224,1.225,1.2185,,-0.14%
5/20/2020,1.2239,1.2241,1.2289,1.2221,,-0.10%
5/19/2020,1.2251,1.2194,1.2297,1.2184,,0.51%
5/18/2020,1.2189,1.2086,1.2228,1.2075,,0.70%
5/15/2020,1.2104,1.2222,1.2239,1.2101,,-1.00%
5/14/2020,1.2226,1.2231,1.2242,1.2165,,-0.02%
5/13/2020,1.2229,1.226,1.2341,1.221,,-0.24%
5/12/2020,1.2259,1.2334,1.2377,1.2255,,-0.62%
5/11/2020,1.2335,1.2406,1.2438,1.2284,,-0.58%
5/8/2020,1.2407,1.2364,1.2469,1.235,,0.37%
5/7/2020,1.2361,1.2347,1.2418,1.2265,,0.16%
5/6/2020,1.2341,1.2435,1.2451,1.2335,,-0.75%
5/5/2020,1.2434,1.2443,1.2485,1.2421,,-0.06%
5/4/2020,1.2442,1.2499,1.2504,1.2405,,-0.48%
5/1/2020,1.2502,1.2599,1.2602,1.2483,,-0.71%
4/30/2020,1.2592,1.2468,1.2643,1.2428,,1.03%
4/29/2020,1.2464,1.2425,1.2487,1.2388,,0.35%
4/28/2020,1.2421,1.2432,1.2519,1.2404,,-0.06%
4/27/2020,1.2428,1.2369,1.2456,1.2359,,0.49%
4/24/2020,1.2367,1.2344,1.2378,1.2298,,0.20%
4/23/2020,1.2342,1.2334,1.2416,1.2307,,0.08%
4/22/2020,1.2332,1.2294,1.2387,1.2273,,0.32%
4/21/2020,1.2293,1.2437,1.2451,1.2247,,-1.14%
4/20/2020,1.2435,1.2487,1.2505,1.2415,,-0.51%
4/17/2020,1.2499,1.2457,1.2523,1.2407,,0.35%
4/16/2020,1.2455,1.2514,1.2531,1.2407,,-0.47%
4/15/2020,1.2514,1.2616,1.2631,1.2437,,-0.86%
4/14/2020,1.2623,1.2514,1.2648,1.2503,,0.93%
4/13/2020,1.2507,1.2464,1.2537,1.245,,0.44%
4/10/2020,1.2452,1.2458,1.2488,1.2443,,-0.02%
4/9/2020,1.2455,1.2385,1.2485,1.2361,,0.57%
4/8/2020,1.2385,1.2331,1.2421,1.2288,,0.39%
4/7/2020,1.2337,1.2232,1.2385,1.2164,,0.88%
4/6/2020,1.2229,1.2264,1.2328,1.2208,,-0.25%
4/3/2020,1.226,1.2396,1.2412,1.2206,,-1.07%
4/2/2020,1.2392,1.2376,1.2476,1.2349,,0.13%
4/1/2020,1.2376,1.2429,1.2443,1.2329,,-0.34%
3/31/2020,1.2418,1.2414,1.2474,1.2251,,0.02%
3/30/2020,1.2416,1.2435,1.2469,1.2316,,-0.32%
3/27/2020,1.2456,1.2204,1.2486,1.2131,,2.09%
3/26/2020,1.2201,1.1875,1.2232,1.1775,,2.66%
3/25/2020,1.1885,1.176,1.1976,1.1639,,1.09%
3/24/2020,1.1757,1.1549,1.1801,1.1508,,1.81%
3/23/2020,1.1548,1.166,1.1741,1.1446,,-0.80%
3/20/2020,1.1641,1.1487,1.1934,1.1409,,1.36%
3/19/2020,1.1485,1.1619,1.1794,1.1473,,-1.10%
3/18/2020,1.1613,1.2052,1.2131,1.1461,,-3.63%
3/17/2020,1.205,1.227,1.2275,1.2002,,-1.76%
3/16/2020,1.2266,1.2285,1.2431,1.2201,,-0.08%
3/13/2020,1.2276,1.2574,1.2626,1.2268,,-2.35%
3/12/2020,1.2571,1.2818,1.2851,1.249,,-1.94%
3/11/2020,1.282,1.2904,1.2977,1.2804,,-0.67%
3/10/2020,1.2906,1.313,1.3133,1.2881,,-1.71%
3/9/2020,1.3131,1.3047,1.3201,1.3031,,0.64%
3/6/2020,1.3047,1.2954,1.3058,1.2943,,0.72%
3/5/2020,1.2954,1.2872,1.2969,1.2859,,0.65%
3/4/2020,1.287,1.2812,1.2874,1.277,,0.47%
3/3/2020,1.281,1.2752,1.2845,1.2738,,0.47%
3/2/2020,1.275,1.28,1.2852,1.2739,,-0.55%
2/28/2020,1.282,1.2885,1.2921,1.2725,,-0.50%
2/27/2020,1.2884,1.2907,1.2947,1.2859,,-0.15%
2/26/2020,1.2903,1.3005,1.3013,1.2895,,-0.78%
2/25/2020,1.3004,1.2924,1.3019,1.2914,,0.60%
2/24/2020,1.2927,1.296,1.2973,1.2886,,-0.32%
2/21/2020,1.2969,1.2884,1.2982,1.2877,,0.70%
2/20/2020,1.2879,1.2922,1.293,1.2848,,-0.31%
2/19/2020,1.2919,1.2998,1.3024,1.2907,,-0.61%
2/18/2020,1.2998,1.3007,1.3049,1.297,,-0.06%
2/17/2020,1.3006,1.3036,1.3055,1.2998,,-0.31%
2/14/2020,1.3046,1.3051,1.3065,1.3001,,0.01%
2/13/2020,1.3045,1.296,1.307,1.2944,,0.66%
2/12/2020,1.296,1.2952,1.2993,1.2947,,0.07%
2/11/2020,1.2951,1.2915,1.2969,1.2895,,0.29%
2/10/2020,1.2913,1.2897,1.2947,1.2872,,0.17%
2/7/2020,1.2891,1.293,1.296,1.2881,,-0.29%
2/6/2020,1.2928,1.2999,1.3005,1.2921,,-0.55%
2/5/2020,1.3,1.3033,1.3071,1.2956,,-0.22%
2/4/2020,1.3029,1.2996,1.3047,1.294,,0.28%
2/3/2020,1.2993,1.3217,1.3217,1.2982,,-1.56%
1/31/2020,1.3199,1.3099,1.321,1.3083,,0.80%
1/30/2020,1.3094,1.302,1.3111,1.2977,,0.57%
1/29/2020,1.302,1.3028,1.3032,1.2989,,-0.05%
1/28/2020,1.3027,1.3055,1.3067,1.2975,,-0.20%
1/27/2020,1.3053,1.3075,1.3105,1.304,,-0.18%
1/24/2020,1.3076,1.3122,1.3174,1.3056,,-0.34%
1/23/2020,1.3121,1.3142,1.3152,1.3096,,-0.14%
1/22/2020,1.314,1.3051,1.3154,1.3034,,0.71%
1/21/2020,1.3047,1.3013,1.3085,1.2995,,0.29%
1/20/2020,1.3009,1.3002,1.3014,1.2961,,0.01%
1/17/2020,1.3008,1.308,1.3119,1.3005,,-0.52%
1/16/2020,1.3076,1.3039,1.3084,1.3024,,0.31%
1/15/2020,1.3036,1.3018,1.3044,1.2986,,0.15%
1/14/2020,1.3017,1.2988,1.3034,1.2953,,0.22%
1/13/2020,1.2988,1.3055,1.3064,1.296,,-0.54%
1/10/2020,1.3059,1.3067,1.3097,1.3041,,-0.05%
1/9/2020,1.3065,1.3101,1.3125,1.3012,,-0.24%
1/8/2020,1.3097,1.3125,1.3171,1.308,,-0.20%
1/7/2020,1.3123,1.3168,1.3213,1.3095,,-0.33%
1/6/2020,1.3167,1.3075,1.3175,1.3063,,0.62%
1/3/2020,1.3086,1.3138,1.3162,1.3053,,-0.44%
1/2/2020,1.3144,1.3255,1.3268,1.3115,,-0.83%
1/1/2020,1.3254,1.3261,1.3276,1.3237,,-0.04%
12/31/2019,1.3259,1.3117,1.3285,1.3106,,1.11%
12/30/2019,1.3113,1.3066,1.3152,1.3066,,0.28%
12/27/2019,1.3076,1.2992,1.3118,1.2967,,0.65%
12/26/2019,1.2992,1.2961,1.3017,1.2952,,0.25%
12/25/2019,1.296,1.2943,1.299,1.2921,,0.12%
12/24/2019,1.2944,1.2936,1.2972,1.2912,,0.09%
12/23/2019,1.2933,1.2994,1.3033,1.2904,,-0.53%
12/20/2019,1.3002,1.301,1.3081,1.2978,,-0.04%
12/19/2019,1.3007,1.3079,1.3133,1.2989,,-0.53%
12/18/2019,1.3076,1.3129,1.3136,1.3059,,-0.40%
12/17/2019,1.3128,1.333,1.334,1.3099,,-1.51%
12/16/2019,1.3329,1.3336,1.3423,1.332,,0.03%
12/13/2019,1.3325,1.3168,1.3516,1.316,,1.24%
12/12/2019,1.3162,1.3203,1.323,1.3051,,-0.23%
12/11/2019,1.3193,1.3157,1.3214,1.3106,,0.30%
12/10/2019,1.3154,1.3151,1.3217,1.3132,,0.08%
12/9/2019,1.3143,1.3139,1.3182,1.3117,,0.06%
12/6/2019,1.3135,1.3157,1.3167,1.31,,-0.15%
12/5/2019,1.3155,1.3104,1.3168,1.3102,,0.40%
12/4/2019,1.3103,1.2993,1.3122,1.2981,,0.85%
12/3/2019,1.2992,1.294,1.3012,1.293,,0.43%
